dataset,seed,corruption,severity,alpha,method,n_train,n_calib,n_aug_calib,n_test,n_classes,coverage,avg_set_size,singleton_rate,singleton_accuracy,empty_rate,top1_accuracy,ece
GunPoint,0,gap,0.1,0.05,fast_cp,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,fast_cp_mixed_0,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,fast_cp_mixed_0.2,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,fast_cp_mixed_0.35,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,fast_cp_mixed_0.5,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,fast_cp_mixed_0.8,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,fast_cp_mixed_1,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.2,0.05,clean_split_cp,32,18,180,150,2,0.9333333333333333,1.1933333333333334,0.8066666666666666,0.9173553719008265,0.0,0.8733333333333333,0.06132538567238967
GunPoint,0,gap,0.2,0.05,aug_split_cp,32,18,180,150,2,0.9333333333333333,1.24,0.76,0.9122807017543859,0.0,0.8733333333333333,0.06132538567238967
GunPoint,0,gap,0.2,0.05,label_smooth_aug_cp,32,18,180,150,2,0.9333333333333333,1.24,0.76,0.9122807017543859,0.0,0.8733333333333333,0.06132538567238967
GunPoint,0,gap,0.2,0.05,confidence_weighted_cp,32,18,180,150,2,0.9533333333333334,1.2733333333333334,0.7266666666666667,0.9357798165137615,0.0,0.8733333333333333,0.06132538567238967
GunPoint,0,gap,0.2,0.05,fast_cp,32,18,180,150,2,0.9333333333333333,1.2266666666666666,0.7733333333333333,0.9137931034482759,0.0,0.8733333333333333,0.06132538567238967
