method,alpha,corruption,coverage,coverage_gap,abs_coverage_gap,avg_set_size,singleton_rate,top1_accuracy,ece
fast_cp_mixed_0,0.2,drift,0.7710484903472412,0.028951509652758854,0.08762536964221655,1.5201886751806588,0.6088604981197571,0.666998975971582,0.1978497821758098
mondrian_corruption_cp,0.2,drift,0.7749735969593109,0.025026403040689198,0.08857305469771808,1.5246918569449959,0.601521227017708,0.666998975971582,0.1978497821758098
raps_aug_cp,0.2,drift,0.841219960665356,-0.041219960665356,0.10007582297447175,2.041320868652673,0.31066338683324796,0.666998975971582,0.1978497821758098
aps_aug_cp,0.2,drift,0.8564843497725252,-0.05648434977252513,0.110505077106155,2.600583765799511,0.2005738253226338,0.666998975971582,0.1978497821758098
clean_split_cp,0.2,drift,0.7363471297405941,0.06365287025940594,0.11798992716882466,1.3328159670472595,0.6396837987051327,0.666998975971582,0.1978497821758098
mondrian_corruption_cp,0.2,gap,0.795702743966373,0.004297256033627123,0.08497837719734072,1.569080503397726,0.6354570182861341,0.6839271094901237,0.18565453161270748
confidence_weighted_cp,0.2,gap,0.8150892950562122,-0.015089295056212156,0.09011045689147902,1.7098357181231998,0.5585310472401916,0.6839271094901237,0.18565453161270748
raps_aug_cp,0.2,gap,0.8509721219476597,-0.05097212194765958,0.10059783616446692,2.08646028825071,0.29786252459086804,0.6839271094901237,0.18565453161270748
fast_cp,0.2,gap,0.774258666383158,0.025741333616842103,0.10175250156842702,1.4697564291993261,0.6319339180911594,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0,0.2,gap,0.774258666383158,0.025741333616842103,0.10175250156842702,1.4697564291993261,0.6319339180911594,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.1,0.2,gap,0.7736585341729538,0.02634146582704623,0.10273470180560257,1.4701108169861878,0.6301672202696847,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.2,0.2,gap,0.7728548113067085,0.02714518869329152,0.10367049703110212,1.473499125257911,0.6276595072643082,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.35,0.2,gap,0.7719864123277508,0.02801358767224927,0.10384476749784682,1.4793940849832024,0.6221232142716221,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.5,0.2,gap,0.7721317523213714,0.027868247678628638,0.10413574878912966,1.4892697103566146,0.6186912526089438,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.65,0.2,gap,0.7723917701919152,0.02760822980808487,0.1041380113052278,1.5033958854399307,0.6133590370605974,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.8,0.2,gap,0.7725288361137242,0.02747116388627586,0.10429409643006753,1.5224874459512578,0.6081353355147137,0.6839271094901237,0.18565453161270748
aug_split_cp,0.2,gap,0.7737847285378916,0.026215271462108433,0.10495661893253175,1.5716106453856118,0.597564825740371,0.6839271094901237,0.18565453161270748
fast_cp_mixed_1,0.2,gap,0.7737847285378916,0.026215271462108433,0.10495661893253175,1.5716106453856118,0.597564825740371,0.6839271094901237,0.18565453161270748
label_smooth_aug_cp,0.2,gap,0.7737847285378916,0.026215271462108433,0.10495661893253175,1.5716106453856118,0.597564825740371,0.6839271094901237,0.18565453161270748
aps_aug_cp,0.2,gap,0.8657307104127259,-0.06573071041272577,0.11197926382862064,2.6519536606003578,0.20667470506296756,0.6839271094901237,0.18565453161270748
clean_split_cp,0.2,gap,0.7407567911406036,0.05924320885939659,0.12497487356590462,1.322546698619817,0.6311692407879859,0.6839271094901237,0.18565453161270748
fast_cp,0.2,noise,0.7376670117806575,0.06233298821934257,0.09811618318034224,1.5860190058965615,0.5817352724083498,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0,0.2,noise,0.7376670117806575,0.06233298821934257,0.09811618318034224,1.5860190058965615,0.5817352724083498,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.2,0.2,noise,0.7340508322162639,0.06594916778373615,0.10137796151394841,1.557299100562397,0.5947019536630804,0.6350761332019771,0.23541815789627435
confidence_weighted_cp,0.2,noise,0.7702181155813461,0.029781884418653887,0.10162770693487637,1.6755578014305788,0.5618765969046292,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.1,0.2,noise,0.7344807217393134,0.06551927826068651,0.10168685552168029,1.5611351232328752,0.5925827619673637,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.35,0.2,noise,0.7333036607193372,0.06669633928066293,0.10203274443218094,1.5530212868341777,0.5969976913402266,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.65,0.2,noise,0.7337278978654754,0.06627210213452452,0.10238589935786659,1.5549518508440936,0.6004844951689788,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.5,0.2,noise,0.7332315680927805,0.06676843190721964,0.10247112723259974,1.5524861952414402,0.5993323742080505,0.6350761332019771,0.23541815789627435
mondrian_corruption_cp,0.2,noise,0.7788771247344455,0.021122875265554578,0.10273984733289304,1.9243426392204435,0.5250382869708741,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.8,0.2,noise,0.7343850283003636,0.06561497169963651,0.10307066966735123,1.560298246283148,0.6005909898491826,0.6350761332019771,0.23541815789627435
aug_split_cp,0.2,noise,0.7357504388114658,0.06424956118853421,0.10452163973516512,1.5739020142879345,0.5985488607217303,0.6350761332019771,0.23541815789627435
fast_cp_mixed_1,0.2,noise,0.7357504388114658,0.06424956118853421,0.10452163973516512,1.5739020142879345,0.5985488607217303,0.6350761332019771,0.23541815789627435
label_smooth_aug_cp,0.2,noise,0.7357504388114658,0.06424956118853421,0.10452163973516512,1.5739020142879345,0.5985488607217303,0.6350761332019771,0.23541815789627435
raps_aug_cp,0.2,noise,0.8071141873827007,-0.007114187382700635,0.12458319267027136,2.044998858129267,0.2840599058934186,0.6350761332019771,0.23541815789627435
aps_aug_cp,0.2,noise,0.8145690862100692,-0.014569086210069096,0.1417458775387592,2.522876008793867,0.20610809871624028,0.6350761332019771,0.23541815789627435
clean_split_cp,0.2,noise,0.7011637566856073,0.09883624331439277,0.15976368783600392,1.3706918053541797,0.6353340628634068,0.6350761332019771,0.23541815789627435
